ID,Año del hecho,Sexo de la victima,Grupo de edad de la victima,Mes del hecho,Dia del hecho,Departamento del hecho DANE,Municipio del hecho DANE,Lesion fatal de causa externa,Estado
8593,2018,Hombre,(65 a 69),mayo,martes,Cundinamarca,Quebradanegra,Violenta - Muertes accidentales,Datos definitivos
8594,2018,Hombre,(25 a 29),julio,domingo,Cundinamarca,Útica,Violenta - Muertes accidentales,Datos definitivos
8595,2018,Hombre,(60 a 64),agosto,lunes,Cundinamarca,Guaduas,Violenta - Muertes accidentales,Datos definitivos
8596,2018,Hombre,(18 a 19),octubre,lunes,Cundinamarca,San Francisco,Violenta - Muertes accidentales,Datos definitivos
8597,2018,Hombre,(45 a 49),noviembre,jueves,Cundinamarca,Caparrapí,Violenta - Muertes accidentales,Datos definitivos
8598,2018,Hombre,(60 a 64),enero,domingo,Cundinamarca,Pacho,Violenta - Muertes accidentales,Datos definitivos
8599,2018,Mujer,(45 a 49),mayo,viernes,Cundinamarca,Supatá,Violenta - Muertes accidentales,Datos definitivos
8600,2018,Hombre,(60 a 64),mayo,viernes,Cundinamarca,Zipaquirá,Violenta - Muertes accidentales,Datos definitivos
8601,2018,Hombre,(35 a 39),julio,lunes,Cundinamarca,Pacho,Violenta - Muertes accidentales,Datos definitivos
8602,2018,Mujer,(45 a 49),julio,miércoles,Cundinamarca,Pacho,Violenta - Muertes accidentales,Datos definitivos
8603,2018,Hombre,(20 a 24),enero,viernes,Cundinamarca,Tausa,Violenta - Muertes accidentales,Datos definitivos
8604,2018,Hombre,(35 a 39),marzo,lunes,Cundinamarca,Cogua,Violenta - Muertes accidentales,Datos definitivos
8605,2018,Hombre,(35 a 39),marzo,miércoles,Cundinamarca,Cajicá,Violenta - Muertes accidentales,Datos definitivos
8606,2018,Hombre,(70 a 74),julio,viernes,Cundinamarca,Pacho,Violenta - Muertes accidentales,Datos definitivos
8607,2018,Hombre,(30 a 34),agosto,martes,Cundinamarca,Zipaquirá,Violenta - Muertes accidentales,Datos definitivos
8608,2018,Hombre,(50 a 54),septiembre,domingo,Cundinamarca,Zipaquirá,Violenta - Muertes accidentales,Datos definitivos
8609,2018,Hombre,(30 a 34),noviembre,sábado,Cundinamarca,Villapinzón,Violenta - Muertes accidentales,Datos definitivos
8610,2018,Mujer,(00 a 04),noviembre,miércoles,Cundinamarca,Cogua,Violenta - Muertes accidentales,Datos definitivos
8611,2018,Hombre,(30 a 34),diciembre,viernes,Cundinamarca,Zipaquirá,Violenta - Muertes accidentales,Datos definitivos
8612,2018,Mujer,(05 a 09),enero,lunes,Meta,San Luis de Cubarral,Violenta - Muertes accidentales,Datos definitivos
8613,2018,Hombre,(20 a 24),abril,domingo,Meta,Acacías,Violenta - Muertes accidentales,Datos definitivos
8614,2018,Hombre,(25 a 29),mayo,martes,Meta,Guamal,Violenta - Muertes accidentales,Datos definitivos
8615,2018,Hombre,(25 a 29),junio,lunes,Meta,El Dorado,Violenta - Muertes accidentales,Datos definitivos
8616,2018,Hombre,(20 a 24),julio,domingo,Meta,Granada,Violenta - Muertes accidentales,Datos definitivos
8617,2018,Hombre,(18 a 19),julio,domingo,Meta,Granada,Violenta - Muertes accidentales,Datos definitivos
8618,2018,Hombre,(00 a 04),octubre,domingo,Meta,Acacías,Violenta - Muertes accidentales,Datos definitivos
8619,2018,Hombre,(50 a 54),octubre,domingo,Meta,Granada,Violenta - Muertes accidentales,Datos definitivos
8620,2018,Hombre,(05 a 09),marzo,viernes,Meta,Fuente de Oro,Violenta - Muertes accidentales,Datos definitivos
8621,2018,Hombre,(70 a 74),mayo,miércoles,Meta,El Dorado,Violenta - Muertes accidentales,Datos definitivos
8622,2018,Hombre,(30 a 34),septiembre,jueves,Meta,Granada,Violenta - Muertes accidentales,Datos definitivos
8623,2018,Hombre,(18 a 19),septiembre,jueves,Meta,Granada,Violenta - Muertes accidentales,Datos definitivos
8624,2018,Hombre,(50 a 54),octubre,viernes,Meta,Granada,Violenta - Muertes accidentales,Datos definitivos
8625,2018,Hombre,(30 a 34),diciembre,domingo,Meta,Granada,Violenta - Muertes accidentales,Datos definitivos
8626,2018,Hombre,(80 y más),marzo,domingo,Meta,Lejanías,Violenta - Muertes accidentales,Datos definitivos
8627,2018,Hombre,(25 a 29),enero,lunes,Meta,Puerto Concordia,Violenta - Muertes accidentales,Datos definitivos
8628,2018,Hombre,(55 a 59),agosto,martes,Meta,Puerto Concordia,Violenta - Muertes accidentales,Datos definitivos
8629,2018,Hombre,(40 a 44),enero,lunes,Meta,Uribe,Violenta - Muertes accidentales,Datos definitivos
8630,2018,Mujer,(00 a 04),noviembre,domingo,Meta,Uribe,Violenta - Muertes accidentales,Datos definitivos
8631,2018,Hombre,(80 y más),abril,domingo,Vichada,Cumaribo,Violenta - Muertes accidentales,Datos definitivos
8632,2018,Mujer,(20 a 24),mayo,domingo,Guainía,Inírida,Violenta - Muertes accidentales,Datos definitivos
8633,2018,Hombre,(30 a 34),agosto,miércoles,Guainía,Inírida,Violenta - Muertes accidentales,Datos definitivos
8634,2018,Hombre,(35 a 39),agosto,viernes,Guainía,Inírida,Violenta - Muertes accidentales,Datos definitivos
8635,2018,Hombre,(20 a 24),diciembre,domingo,Vaupés,Mitú,Violenta - Muertes accidentales,Datos definitivos
8636,2018,Hombre,(80 y más),enero,sábado,Vichada,La Primavera,Violenta - Muertes accidentales,Datos definitivos
8637,2018,Hombre,(15 a 17),abril,viernes,Vichada,Puerto Carreño,Violenta - Muertes accidentales,Datos definitivos
8638,2018,Hombre,(00 a 04),julio,martes,Vichada,Puerto Carreño,Violenta - Muertes accidentales,Datos definitivos
8639,2018,Hombre,(20 a 24),agosto,viernes,Vichada,Puerto Carreño,Violenta - Muertes accidentales,Datos definitivos
8640,2018,Hombre,(35 a 39),marzo,domingo,Meta,Puerto Gaitán,Violenta - Muertes accidentales,Datos definitivos
8641,2018,Hombre,(35 a 39),febrero,miércoles,Meta,Puerto López,Violenta - Muertes accidentales,Datos definitivos
8642,2018,Hombre,(18 a 19),enero,viernes,Guaviare,Calamar,Violenta - Muertes accidentales,Datos definitivos
8643,2018,Mujer,(25 a 29),diciembre,viernes,Guaviare,Calamar,Violenta - Muertes accidentales,Datos definitivos
8644,2018,Hombre,(60 a 64),enero,sábado,Guaviare,El Retorno,Violenta - Muertes accidentales,Datos definitivos
8645,2018,Mujer,(00 a 04),septiembre,jueves,Guaviare,El Retorno,Violenta - Muertes accidentales,Datos definitivos
8646,2018,Mujer,(05 a 09),enero,miércoles,Guaviare,San José del Guaviare,Violenta - Muertes accidentales,Datos definitivos
8647,2018,Hombre,(40 a 44),abril,lunes,Guaviare,San José del Guaviare,Violenta - Muertes accidentales,Datos definitivos
8648,2018,Hombre,(00 a 04),mayo,lunes,Guaviare,San José del Guaviare,Violenta - Muertes accidentales,Datos definitivos
8649,2018,Hombre,(20 a 24),junio,miércoles,Guaviare,San José del Guaviare,Violenta - Muertes accidentales,Datos definitivos
8650,2018,Hombre,(18 a 19),septiembre,miércoles,Guaviare,San José del Guaviare,Violenta - Muertes accidentales,Datos definitivos
8651,2018,Hombre,(00 a 04),septiembre,domingo,Guaviare,San José del Guaviare,Violenta - Muertes accidentales,Datos definitivos
8652,2018,Hombre,(50 a 54),agosto,martes,Guaviare,San José del Guaviare,Violenta - Muertes accidentales,Datos definitivos
8653,2018,Hombre,(25 a 29),octubre,sábado,Guaviare,San José del Guaviare,Violenta - Muertes accidentales,Datos definitivos
8654,2018,Hombre,(18 a 19),noviembre,lunes,Guaviare,San José del Guaviare,Violenta - Muertes accidentales,Datos definitivos
8655,2018,Hombre,(40 a 44),noviembre,martes,Guaviare,San José del Guaviare,Violenta - Muertes accidentales,Datos definitivos
8656,2018,Hombre,(45 a 49),enero,sábado,Meta,La Macarena,Violenta - Muertes accidentales,Datos definitivos
8657,2018,Hombre,(18 a 19),enero,martes,Meta,San Luis de Cubarral,Violenta - Muertes accidentales,Datos definitivos
8658,2018,Hombre,(75 a 79),enero,miércoles,Meta,Guamal,Violenta - Muertes accidentales,Datos definitivos
8659,2018,Hombre,(45 a 49),enero,domingo,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8660,2018,Hombre,(40 a 44),enero,jueves,Meta,Cumaral,Violenta - Muertes accidentales,Datos definitivos
8661,2018,Hombre,(55 a 59),enero,lunes,Cundinamarca,Guayabetal,Violenta - Muertes accidentales,Datos definitivos
8662,2018,Hombre,(40 a 44),enero,lunes,Cundinamarca,Guayabetal,Violenta - Muertes accidentales,Datos definitivos
8663,2018,Hombre,(60 a 64),enero,lunes,Cundinamarca,Guayabetal,Violenta - Muertes accidentales,Datos definitivos
8664,2018,Hombre,(30 a 34),enero,lunes,Cundinamarca,Guayabetal,Violenta - Muertes accidentales,Datos definitivos
8665,2018,Hombre,(20 a 24),enero,lunes,Cundinamarca,Cáqueza,Violenta - Muertes accidentales,Datos definitivos
8666,2018,Hombre,(20 a 24),enero,lunes,Cundinamarca,Guayabetal,Violenta - Muertes accidentales,Datos definitivos
8667,2018,Hombre,(45 a 49),enero,lunes,Cundinamarca,Guayabetal,Violenta - Muertes accidentales,Datos definitivos
8668,2018,Hombre,(50 a 54),enero,lunes,Cundinamarca,Guayabetal,Violenta - Muertes accidentales,Datos definitivos
8669,2018,Hombre,(40 a 44),enero,lunes,Cundinamarca,Guayabetal,Violenta - Muertes accidentales,Datos definitivos
8670,2018,Hombre,(30 a 34),enero,sábado,Guaviare,San José del Guaviare,Violenta - Muertes accidentales,Datos definitivos
8671,2018,Hombre,(65 a 69),febrero,jueves,Meta,Cumaral,Violenta - Muertes accidentales,Datos definitivos
8672,2018,Mujer,(60 a 64),febrero,viernes,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8673,2018,Hombre,(75 a 79),febrero,domingo,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8674,2018,Hombre,(25 a 29),abril,domingo,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8675,2018,Mujer,(35 a 39),marzo,viernes,Meta,Acacías,Violenta - Muertes accidentales,Datos definitivos
8676,2018,Hombre,(65 a 69),abril,viernes,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8677,2018,Hombre,(15 a 17),abril,miércoles,Meta,Cumaral,Violenta - Muertes accidentales,Datos definitivos
8678,2018,Hombre,(50 a 54),abril,martes,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8679,2018,Hombre,(45 a 49),abril,sábado,Meta,Puerto López,Violenta - Muertes accidentales,Datos definitivos
8680,2018,Mujer,(80 y más),abril,sábado,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8681,2018,Hombre,(60 a 64),mayo,miércoles,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8682,2018,Hombre,(55 a 59),abril,lunes,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8683,2018,Hombre,(45 a 49),mayo,lunes,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8684,2018,Mujer,(65 a 69),mayo,sábado,Cundinamarca,Guayabetal,Violenta - Muertes accidentales,Datos definitivos
8685,2018,Hombre,(70 a 74),mayo,lunes,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8686,2018,Hombre,(25 a 29),mayo,lunes,Meta,Puerto Gaitán,Violenta - Muertes accidentales,Datos definitivos
8687,2018,Hombre,(00 a 04),junio,viernes,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8688,2018,Hombre,(45 a 49),marzo,miércoles,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8689,2018,Mujer,(70 a 74),mayo,miércoles,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8690,2018,Mujer,(35 a 39),junio,domingo,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8691,2018,Mujer,(10 a 14),junio,viernes,Arauca,Fortul,Violenta - Muertes accidentales,Datos definitivos
8692,2018,Hombre,(40 a 44),julio,viernes,Meta,San Juanito,Violenta - Muertes accidentales,Datos definitivos
8693,2018,Hombre,(80 y más),julio,sábado,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8694,2018,Hombre,(55 a 59),julio,lunes,Meta,Cumaral,Violenta - Muertes accidentales,Datos definitivos
8695,2018,Hombre,(35 a 39),julio,viernes,Guaviare,El Retorno,Violenta - Muertes accidentales,Datos definitivos
8696,2018,Hombre,(35 a 39),julio,lunes,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8697,2018,Mujer,(25 a 29),agosto,sábado,Meta,Barranca de Upía,Violenta - Muertes accidentales,Datos definitivos
8698,2018,Hombre,(30 a 34),agosto,domingo,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8699,2018,Hombre,(55 a 59),julio,miércoles,Meta,Puerto López,Violenta - Muertes accidentales,Datos definitivos
8700,2018,Mujer,(80 y más),agosto,domingo,Meta,Granada,Violenta - Muertes accidentales,Datos definitivos
8701,2018,Hombre,(25 a 29),septiembre,sábado,Meta,Acacías,Violenta - Muertes accidentales,Datos definitivos
8702,2018,Hombre,(05 a 09),septiembre,domingo,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8703,2018,Hombre,(60 a 64),octubre,martes,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8704,2018,Hombre,(65 a 69),septiembre,domingo,Meta,Puerto López,Violenta - Muertes accidentales,Datos definitivos
8705,2018,Hombre,(40 a 44),octubre,lunes,Meta,San Carlos de Guaroa,Violenta - Muertes accidentales,Datos definitivos
8706,2018,Hombre,(70 a 74),octubre,sábado,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8707,2018,Hombre,(65 a 69),octubre,sábado,Guaviare,El Retorno,Violenta - Muertes accidentales,Datos definitivos
8708,2018,Hombre,(65 a 69),octubre,domingo,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8709,2018,Hombre,(20 a 24),noviembre,domingo,Meta,Puerto Gaitán,Violenta - Muertes accidentales,Datos definitivos
8710,2018,Hombre,(30 a 34),noviembre,sábado,Meta,Puerto Gaitán,Violenta - Muertes accidentales,Datos definitivos
8711,2018,Hombre,(65 a 69),noviembre,domingo,Meta,San Martín,Violenta - Muertes accidentales,Datos definitivos
8712,2018,Hombre,(35 a 39),noviembre,miércoles,Meta,La Macarena,Violenta - Muertes accidentales,Datos definitivos
8713,2018,Hombre,(40 a 44),noviembre,lunes,Cundinamarca,Guayabetal,Violenta - Muertes accidentales,Datos definitivos
8714,2018,Hombre,(25 a 29),noviembre,lunes,Cundinamarca,Guayabetal,Violenta - Muertes accidentales,Datos definitivos
8715,2018,Hombre,(30 a 34),noviembre,lunes,Cundinamarca,Guayabetal,Violenta - Muertes accidentales,Datos definitivos
8716,2018,Hombre,(25 a 29),noviembre,lunes,Cundinamarca,Guayabetal,Violenta - Muertes accidentales,Datos definitivos
8717,2018,Hombre,(30 a 34),noviembre,lunes,Cundinamarca,Guayabetal,Violenta - Muertes accidentales,Datos definitivos
8718,2018,Hombre,(70 a 74),diciembre,jueves,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8719,2018,Hombre,(70 a 74),noviembre,martes,Meta,Vistahermosa,Violenta - Muertes accidentales,Datos definitivos
8720,2018,Hombre,(05 a 09),diciembre,martes,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8721,2018,Hombre,(00 a 04),diciembre,lunes,Meta,Puerto López,Violenta - Muertes accidentales,Datos definitivos
8722,2018,Hombre,(20 a 24),octubre,lunes,Meta,Acacías,Violenta - Muertes accidentales,Datos definitivos
8723,2018,Hombre,(20 a 24),diciembre,martes,Meta,Vistahermosa,Violenta - Muertes accidentales,Datos definitivos
8724,2018,Mujer,(40 a 44),diciembre,miércoles,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8725,2018,Hombre,(25 a 29),diciembre,miércoles,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8726,2018,Hombre,(20 a 24),diciembre,viernes,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
8727,2018,Hombre,(15 a 17),diciembre,miércoles,Meta,Acacías,Violenta - Muertes accidentales,Datos definitivos
8728,2018,Hombre,(60 a 64),diciembre,domingo,Casanare,Tauramena,Violenta - Muertes accidentales,Datos definitivos
8729,2018,Hombre,(15 a 17),enero,lunes,Caquetá,Belén de los Andaquíes,Violenta - Muertes accidentales,Datos definitivos
8730,2018,Hombre,(20 a 24),enero,martes,Caquetá,Cartagena del Chairá,Violenta - Muertes accidentales,Datos definitivos
8731,2018,Hombre,(15 a 17),abril,lunes,Caquetá,Cartagena del Chairá,Violenta - Muertes accidentales,Datos definitivos
8732,2018,Hombre,(60 a 64),abril,domingo,Caquetá,Cartagena del Chairá,Violenta - Muertes accidentales,Datos definitivos
8733,2018,Hombre,(10 a 14),febrero,martes,Caquetá,Cartagena del Chairá,Violenta - Muertes accidentales,Datos definitivos
8734,2018,Hombre,(10 a 14),enero,jueves,Caquetá,Florencia,Violenta - Muertes accidentales,Datos definitivos
8735,2018,Mujer,(80 y más),enero,sábado,Caquetá,El Paujíl,Violenta - Muertes accidentales,Datos definitivos
8736,2018,Hombre,(25 a 29),enero,sábado,Cauca,Piamonte,Violenta - Muertes accidentales,Datos definitivos
8737,2018,Hombre,(65 a 69),febrero,domingo,Caquetá,Florencia,Violenta - Muertes accidentales,Datos definitivos
8738,2018,Hombre,(45 a 49),enero,miércoles,Caquetá,San Vicente del Caguán,Violenta - Muertes accidentales,Datos definitivos
8739,2018,Hombre,(30 a 34),marzo,domingo,Caquetá,Florencia,Violenta - Muertes accidentales,Datos definitivos
8740,2018,Hombre,(15 a 17),abril,domingo,Caquetá,Morelia,Violenta - Muertes accidentales,Datos definitivos
8741,2018,Hombre,(50 a 54),abril,miércoles,Caquetá,Florencia,Violenta - Muertes accidentales,Datos definitivos
8742,2018,Hombre,(50 a 54),junio,lunes,Caquetá,Florencia,Violenta - Muertes accidentales,Datos definitivos
8743,2018,Mujer,(00 a 04),junio,martes,Caquetá,San Vicente del Caguán,Violenta - Muertes accidentales,Datos definitivos
8744,2018,Hombre,(00 a 04),julio,sábado,Caquetá,San José del Fragua,Violenta - Muertes accidentales,Datos definitivos
8745,2018,Hombre,(80 y más),agosto,sábado,Caquetá,San Vicente del Caguán,Violenta - Muertes accidentales,Datos definitivos
8746,2018,Hombre,(40 a 44),agosto,sábado,Meta,La Macarena,Violenta - Muertes accidentales,Datos definitivos
8747,2018,Hombre,(50 a 54),noviembre,viernes,Caquetá,Florencia,Violenta - Muertes accidentales,Datos definitivos
8748,2018,Hombre,(80 y más),enero,jueves,Caquetá,Solita,Violenta - Muertes accidentales,Datos definitivos
8749,2018,Hombre,(65 a 69),julio,sábado,Caquetá,Solita,Violenta - Muertes accidentales,Datos definitivos
8750,2018,Hombre,(45 a 49),junio,miércoles,Caquetá,Puerto Rico,Violenta - Muertes accidentales,Datos definitivos
8751,2018,Hombre,(20 a 24),octubre,martes,Caquetá,Puerto Rico,Violenta - Muertes accidentales,Datos definitivos
8752,2018,Hombre,(30 a 34),enero,miércoles,Caquetá,San Vicente del Caguán,Violenta - Muertes accidentales,Datos definitivos
8753,2018,Hombre,(50 a 54),enero,domingo,Meta,La Macarena,Violenta - Muertes accidentales,Datos definitivos
8754,2018,Hombre,(70 a 74),febrero,martes,Caquetá,San Vicente del Caguán,Violenta - Muertes accidentales,Datos definitivos
8755,2018,Hombre,(40 a 44),enero,miércoles,Caquetá,San Vicente del Caguán,Violenta - Muertes accidentales,Datos definitivos
8756,2018,Hombre,(40 a 44),agosto,viernes,Caquetá,San Vicente del Caguán,Violenta - Muertes accidentales,Datos definitivos
8757,2018,Hombre,(15 a 17),septiembre,domingo,Caquetá,San Vicente del Caguán,Violenta - Muertes accidentales,Datos definitivos
8758,2018,Hombre,(40 a 44),enero,miércoles,Caquetá,San Vicente del Caguán,Violenta - Muertes accidentales,Datos definitivos
8759,2018,Hombre,(25 a 29),agosto,jueves,Putumayo,Puerto Leguízamo,Violenta - Muertes accidentales,Datos definitivos
8760,2018,Hombre,(75 a 79),agosto,martes,Huila,Colombia,Violenta - Muertes accidentales,Datos definitivos
8761,2018,Hombre,(10 a 14),enero,sábado,Huila,Guadalupe,Violenta - Muertes accidentales,Datos definitivos
8762,2018,Hombre,(15 a 17),febrero,sábado,Huila,Tarqui,Violenta - Muertes accidentales,Datos definitivos
8763,2018,Hombre,(70 a 74),marzo,sábado,Huila,Garzón,Violenta - Muertes accidentales,Datos definitivos
8764,2018,Hombre,(55 a 59),marzo,lunes,Huila,Suaza,Violenta - Muertes accidentales,Datos definitivos
8765,2018,Hombre,(65 a 69),marzo,miércoles,Huila,Pital,Violenta - Muertes accidentales,Datos definitivos
8766,2018,Hombre,(60 a 64),julio,viernes,Huila,Garzón,Violenta - Muertes accidentales,Datos definitivos
8767,2018,Mujer,(70 a 74),agosto,martes,Huila,Tarqui,Violenta - Muertes accidentales,Datos definitivos
8768,2018,Mujer,(70 a 74),septiembre,lunes,Huila,Garzón,Violenta - Muertes accidentales,Datos definitivos
8769,2018,Hombre,(18 a 19),septiembre,martes,Huila,Tarqui,Violenta - Muertes accidentales,Datos definitivos
8770,2018,Hombre,(80 y más),septiembre,viernes,Huila,Garzón,Violenta - Muertes accidentales,Datos definitivos
8771,2018,Hombre,(00 a 04),diciembre,miércoles,Huila,Garzón,Violenta - Muertes accidentales,Datos definitivos
8772,2018,Hombre,(25 a 29),enero,viernes,Huila,Tesalia,Violenta - Muertes accidentales,Datos definitivos
8773,2018,Hombre,(20 a 24),enero,viernes,Huila,Tesalia,Violenta - Muertes accidentales,Datos definitivos
8774,2018,Hombre,(18 a 19),enero,viernes,Huila,Tesalia,Violenta - Muertes accidentales,Datos definitivos
8775,2018,Hombre,(25 a 29),agosto,sábado,Huila,Nátaga,Violenta - Muertes accidentales,Datos definitivos
8776,2018,Hombre,(60 a 64),enero,domingo,Huila,La Plata,Violenta - Muertes accidentales,Datos definitivos
8777,2018,Hombre,(80 y más),enero,domingo,Huila,La Plata,Violenta - Muertes accidentales,Datos definitivos
8778,2018,Hombre,(30 a 34),febrero,martes,Huila,Tesalia,Violenta - Muertes accidentales,Datos definitivos
8779,2018,Hombre,(18 a 19),febrero,martes,Huila,La Plata,Violenta - Muertes accidentales,Datos definitivos
8780,2018,Hombre,(30 a 34),marzo,jueves,Huila,Tesalia,Violenta - Muertes accidentales,Datos definitivos
8781,2018,Mujer,(05 a 09),abril,domingo,Huila,La Plata,Violenta - Muertes accidentales,Datos definitivos
8782,2018,Hombre,(00 a 04),junio,sábado,Huila,La Plata,Violenta - Muertes accidentales,Datos definitivos
8783,2018,Mujer,(00 a 04),enero,miércoles,Huila,Rivera,Violenta - Muertes accidentales,Datos definitivos
8784,2018,Mujer,(80 y más),enero,domingo,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
8785,2018,Hombre,(80 y más),enero,martes,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
8786,2018,Hombre,(00 a 04),enero,miércoles,Huila,Teruel,Violenta - Muertes accidentales,Datos definitivos
8787,2018,Mujer,(20 a 24),enero,miércoles,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
8788,2018,Hombre,(40 a 44),febrero,domingo,Huila,Yaguará,Violenta - Muertes accidentales,Datos definitivos
8789,2018,Hombre,(30 a 34),febrero,domingo,Huila,Yaguará,Violenta - Muertes accidentales,Datos definitivos
8790,2018,Hombre,(80 y más),febrero,lunes,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
8791,2018,Hombre,(75 a 79),febrero,domingo,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
8792,2018,Hombre,(40 a 44),febrero,viernes,Huila,Santa María,Violenta - Muertes accidentales,Datos definitivos
8793,2018,Hombre,(60 a 64),marzo,jueves,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
8794,2018,Hombre,(80 y más),marzo,viernes,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
8795,2018,Hombre,(65 a 69),enero,domingo,Tolima,Coyaima,Violenta - Muertes accidentales,Datos definitivos
8796,2018,Mujer,(30 a 34),febrero,miércoles,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
8797,2018,Hombre,(80 y más),marzo,jueves,Huila,Tesalia,Violenta - Muertes accidentales,Datos definitivos
8798,2018,Hombre,(80 y más),febrero,martes,Caquetá,Florencia,Violenta - Muertes accidentales,Datos definitivos
8799,2018,Hombre,(80 y más),marzo,domingo,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
8800,2018,Hombre,(80 y más),abril,jueves,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
8801,2018,Hombre,(60 a 64),abril,lunes,Huila,Rivera,Violenta - Muertes accidentales,Datos definitivos
8802,2018,Hombre,(55 a 59),marzo,miércoles,Huila,Baraya,Violenta - Muertes accidentales,Datos definitivos
8803,2018,Hombre,(15 a 17),marzo,jueves,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
8804,2018,Hombre,(80 y más),mayo,viernes,Huila,Rivera,Violenta - Muertes accidentales,Datos definitivos
8805,2018,Mujer,(80 y más),abril,domingo,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
8806,2018,Mujer,(60 a 64),mayo,lunes,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
8807,2018,Mujer,(75 a 79),mayo,martes,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
8808,2018,Hombre,(20 a 24),junio,miércoles,Huila,Palermo,Violenta - Muertes accidentales,Datos definitivos
8809,2018,Mujer,(80 y más),junio,sábado,Huila,Aipe,Violenta - Muertes accidentales,Datos definitivos
8810,2018,Hombre,(80 y más),junio,lunes,Huila,Teruel,Violenta - Muertes accidentales,Datos definitivos
8811,2018,Hombre,(65 a 69),junio,miércoles,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
8812,2018,Hombre,(15 a 17),junio,domingo,Huila,Baraya,Violenta - Muertes accidentales,Datos definitivos
8813,2018,Hombre,(65 a 69),junio,lunes,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
8814,2018,Hombre,(50 a 54),junio,lunes,Huila,Palermo,Violenta - Muertes accidentales,Datos definitivos
8815,2018,Hombre,(80 y más),junio,lunes,Huila,Campoalegre,Violenta - Muertes accidentales,Datos definitivos
8816,2018,Hombre,(30 a 34),abril,lunes,Huila,Suaza,Violenta - Muertes accidentales,Datos definitivos
8817,2018,Mujer,(80 y más),julio,lunes,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
8818,2018,Hombre,(25 a 29),julio,domingo,Huila,Palermo,Violenta - Muertes accidentales,Datos definitivos
8819,2018,Hombre,(35 a 39),agosto,sábado,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
8820,2018,Hombre,(20 a 24),agosto,sábado,Huila,Tello,Violenta - Muertes accidentales,Datos definitivos
8821,2018,Hombre,(50 a 54),agosto,viernes,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
8822,2018,Hombre,(00 a 04),agosto,domingo,Huila,Colombia,Violenta - Muertes accidentales,Datos definitivos
8823,2018,Hombre,(20 a 24),agosto,martes,Huila,Algeciras,Violenta - Muertes accidentales,Datos definitivos
8824,2018,Hombre,(30 a 34),julio,lunes,Caquetá,Cartagena del Chairá,Violenta - Muertes accidentales,Datos definitivos
8825,2018,Mujer,(75 a 79),agosto,domingo,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
8826,2018,Hombre,(30 a 34),agosto,lunes,Huila,Villavieja,Violenta - Muertes accidentales,Datos definitivos
